annual_salary,other_income,investments,deductions,age,tax_paid
716394,158757,119522,51175,64,45126.43
3974159,452436,145316,37275,36,1113529.25
2290825,420411,98415,13937,36,600251.81
720112,21797,109715,97067,23,12226.6
3490303,374119,122636,19569,48,950731.7
2904114,464526,115402,61947,49,785082.79
2846785,359313,124281,12343,40,747075.89
2618853,245939,11116,56875,56,662001.91
3279710,66332,83301,46803,53,792772.66
732249,236655,150000,64863,42,55440.53
4584077,224997,23867,64840,28,1262154.5
4737112,456123,109507,59937,44,1356822.79
1329775,400404,1208,77069,57,304793.42
2396916,285840,150000,49347,40,564223.61
1370933,2024,65572,31132,32,187590.94
1591449,466418,150000,31356,40,374871.43
2718929,429201,83748,15438,40,740670.53
3192933,137656,142324,26366,24,775912.49
1059734,353142,85261,79504,50,178810.63
1867832,158116,138078,17490,51,372958.56
2457728,257339,70883,19173,42,608403.43
2072154,267429,32171,10376,35,506075.23
2907834,456331,28517,90650,58,801839.38
1113605,269514,150000,86704,57,147081.48
3209526,17903,150000,66254,48,728886.6
1710399,163571,27648,36763,31,353982.41
216939,360048,69654,65841,34,7357.58
2741083,285139,17910,87350,31,700740.14
4700908,367304,49647,41347,29,1342292.02
2232656,428416,424,41684,44,606516.77
4265011,88377,150000,30711,30,1091275.22
3489986,201474,26641,14177,58,928400.3
1467403,406782,150000,45970,63,313003.08
1515777,299966,122416,24570,61,310052.18
4544109,369556,150000,35364,57,1264629.91
2054165,313366,150000,47609,62,466415.66
2447837,356232,143064,18819,52,613762.03
577224,493301,34001,57522,40,102232.42
4873802,352594,14546,31391,34,1405703.21
4632482,443884,150000,15788,58,1321500.34
4653722,109366,150000,51055,24,1212754.3
434433,372222,1304,75432,44,50423.15
2226199,63853,122722,86095,52,438745.32
564446,185715,112448,23565,30,26342.78
648934,385938,150000,86462,63,64669.28
2857885,153405,82368,62205,36,683815.7
2082226,409174,88327,13376,59,534985.46
3107658,52442,10022,21875,52,765399.34
2278038,414170,77354,47606,38,590381.38
1671617,468390,150000,78393,45,385823.57
1023271,230755,120045,62996,27,123547.32
2142120,9675,69498,1283,38,438676.37
3211098,89590,150000,80456,38,747312.38
2889762,370714,123780,65783,23,747524.86
3139905,293805,34307,96382,21,819942.55
1882964,64289,150000,72178,53,327623.4
1021939,17184,119645,63533,27,76636.56
4493548,310107,150000,17365,30,1235922.48
3837588,156894,3244,17949,64,1029066.17
2685084,455519,150000,33503,28,712015.2
3703123,207537,25090,76387,52,977865.1
4155966,267411,64277,79942,43,1124497.3
3814705,183719,111559,14928,37,997444.34
2700120,324958,99895,16832,34,696805.51
4132613,298169,122641,7534,37,1131189.38
4255032,121246,150000,1835,45,1107426.22
3957378,339749,7855,70251,41,1105734.55
2396274,132053,122963,33381,26,529458.7
2629700,305580,116815,88154,40,641257.03
821458,149544,132673,54780,40,61578.19
1731439,150408,150000,66412,46,309015.72
4296920,156659,111113,9325,52,1141339.99
2273890,339336,50374,29446,28,579822.67
3581579,486078,136762,98975,64,984959.04
3701661,477262,12521,67166,49,1068361.63
2917956,237439,100146,60662,37,723711.14
4265249,446229,139130,98664,38,1185189.41
2804902,382735,144776,80249,60,713734.94
598008,346655,58933,56525,38,71074.64
4319214,9665,71101,10584,31,1114524.53
1523957,158169,43856,3901,32,299323.13
2054260,353421,37256,56203,35,511437.26
3749651,52474,57352,81986,46,932189.54
2996647,203045,150000,93146,23,711842.35
374001,418401,121638,87597,23,19898.74
2614607,75911,1927,80850,58,603015.19
4106419,92643,146584,2090,55,1053121.06
265867,292628,8301,26852,29,11613.78
288780,259383,86849,22454,63,7220.72
2895145,363309,68759,55084,60,767398.63
3141478,176682,88047,77243,24,773095.44
1074072,181879,86991,58566,40,135842.93
3967263,444123,63058,59888,35,1127393.28
4049981,450605,150000,97103,49,1116486.7
4395031,287979,150000,33823,25,1193146.34
4284591,226351,30341,32007,59,1177361.33
1219051,96453,107845,14141,60,161777.62
1614119,497747,146079,12746,27,398748.79
1468182,53790,99878,3347,28,232049.06
4274161,208032,150000,9361,52,1138123.58
590732,271787,55820,4101,56,65540.38
2770746,337990,146746,48095,53,698535.24
2451743,412167,146498,41453,57,624299.21
4226352,485320,44791,32668,52,1235274.46
2476158,408449,3255,95146,63,658696.27
3320452,13200,150000,17747,56,777162.36
3505640,52275,4944,15009,54,893244.14
2910807,480300,150000,89187,45,772799.04
1662417,469284,30497,1056,64,444646.18
875899,351145,27723,32910,52,153320.23
518774,152363,150000,77043,22,7492.89
686626,304592,11845,21215,29,97896.86
3223871,423796,89833,92885,58,870464.09
811868,91685,150000,56951,49,43493.22
4733910,414562,93039,30375,58,1357218.1
1607757,272763,55569,10076,38,355641.0
1404656,105454,81434,35249,42,224149.22
3656800,1766,150000,75618,55,860479.78
938456,265693,744,40664,35,152175.19
1338452,149765,150000,85045,27,180389.66
2846416,455235,52082,58285,33,785080.61
882986,490674,150000,58959,62,152786.71
4754704,256356,76407,72586,56,1306364.9
2488013,370082,79072,38779,36,644356.13
1967581,389817,64766,59312,61,486195.84
2548818,493496,65711,48098,41,703093.56
3615398,310472,3217,11414,48,1009706.57
3544849,470917,150000,36918,30,984000.58
535510,220172,112000,15876,39,29183.65
3294973,494010,53509,72540,37,932235.41
4846637,25301,150000,9198,21,1259774.88
3401824,44763,22357,93302,33,828649.54
250248,151837,42354,99524,56,0.0
4265183,306931,38570,37429,62,1192187.88
2377040,382819,7034,67333,40,627273.5
440346,7425,16263,78701,61,2745.96
818821,275001,150000,84791,60,77278.45
4436258,183843,150000,70148,26,1162185.34
4746167,355143,75348,52909,43,1340992.54
864164,415660,85275,51184,62,146129.88
1996641,259561,150000,60554,44,427642.18
462739,41457,19575,90816,25,4877.86
3637464,495496,22231,31528,52,1062110.71
2621961,210813,76935,10283,37,646013.47
468116,393920,150000,4953,31,45673.26
3623754,5452,23100,86234,47,887600.06
1970330,111153,141840,53815,24,377778.34
4858575,301006,150000,59121,43,1333943.52
4024857,192543,50697,39819,43,1076987.81
2846460,462433,11357,22016,54,811362.24
564765,479274,150000,13248,41,81804.53
2120382,280444,150000,17276,42,486267.6
212879,402782,71038,96544,21,7700.11
758086,400717,105912,97749,52,97269.54
3977807,1845,55149,17355,48,1008430.18
1731618,119342,5566,82022,38,339572.06
4199143,301325,122474,80675,27,1130163.53
4882251,450479,41576,48276,58,1425177.94
359472,237366,53318,58451,26,9623.59
2291028,239004,69550,21529,34,550353.34
3095537,471982,127059,36014,50,851587.15
2927850,194110,51408,20096,64,741142.27
1898019,248850,150000,95653,34,382579.39
3500335,214362,79149,46733,64,909110.28
1979472,247688,40167,3417,61,470675.71
3813983,34404,33699,71981,29,957124.58
3349783,22564,49545,70953,51,803976.89
2597466,97898,150000,15494,22,578719.44
2526168,450651,113927,13302,38,678472.08
4108673,280371,23386,55669,25,1134116.57
2134984,483512,59273,36427,46,576512.35
1538971,95259,112312,62270,43,244810.18
4341314,124451,41585,58263,32,1151566.1
4486419,440691,130126,40274,34,1273493.52
2237701,17215,7509,97634,33,460129.18
4210086,130577,76607,28803,55,1110798.94
3817760,258392,112385,29164,35,1016996.14
682870,71074,63305,38441,55,34257.18
4757612,414915,101085,63327,39,1351931.88
4409689,108621,42851,99099,35,1154824.32
4197581,405670,76910,76925,28,1177617.79
4352109,179289,34407,51035,43,1176538.27
2805822,106759,46606,13490,33,679375.32
317369,128471,107277,6044,43,1690.99
3919127,283855,130204,41769,51,1047074.81
2550876,408275,150000,27509,50,657272.3
3573328,48398,141320,27844,62,866599.34
3819047,263430,10515,62212,22,1040442.0
2431737,165369,100578,21604,31,561576.29
3067695,108304,92345,27560,45,742901.33
2965847,104959,141902,66108,49,682592.35
1948076,493397,60631,1206,42,531846.43
1850522,239317,100784,78632,39,385451.98
1367213,157557,125496,29550,29,216753.89
1107153,322111,137871,52232,61,176018.23
2914660,359947,145400,35228,58,754721.45
3200827,129745,143751,85925,49,756879.55
2123298,54583,21058,37693,30,450568.56
3825279,124077,126226,84533,42,955842.26
4236423,444846,46696,87165,44,1208191.3
721397,111359,38872,34337,28,56585.78
992425,27086,54971,17060,26,95675.84
3310997,147556,82083,42793,27,829507.22
4104413,199695,23306,80141,40,1100006.23
1766772,104132,150000,35281,37,315314.38
3201179,59263,45693,41760,56,779372.57
252066,149747,28239,74869,28,0.0
2671146,382299,93366,48993,33,697658.83
458480,60664,68917,95323,44,2855.01
4383005,417896,100368,79459,51,1231175.09
3952331,410293,138519,34799,43,1096463.47
1211214,382618,150000,50660,37,224069.66
4280554,431390,150000,69865,44,1190928.65
4371364,339112,118469,5322,63,1220445.72
2135822,396707,103434,99359,30,516277.63
2773937,177198,150000,96612,51,633211.18
4397739,242730,26221,39875,40,1216604.38
2136513,396608,150000,38438,36,520941.1
3505742,455473,92799,45149,34,982259.3
1670851,67804,56467,79369,23,289479.53
912917,300544,73269,18134,50,139482.1
3135973,429767,111414,7575,38,864786.31
3136598,290232,70585,76899,26,812555.95
4686745,211087,43086,88307,40,1276528.97
2857179,418681,110937,94265,55,747445.3
1651511,441371,86624,35780,39,404189.14
2900993,87893,81144,19812,46,690434.16
4402618,268113,638,44522,55,1232578.15
818119,8981,70679,88383,32,37551.9
4207324,414248,150000,70674,28,1162480.18
3715530,316235,66760,24932,57,1018702.78
3119697,107154,47234,87175,30,754241.9
841462,286552,61049,48966,41,110343.79
2527089,155313,63843,45580,61,592169.45
744653,310084,150000,56699,62,74991.9
4695477,476154,110406,40090,49,1355994.12
593186,182177,140813,26199,51,25137.01
3955490,484518,63004,91777,60,1126390.82
4734666,192122,61489,73487,27,1284445.34
3504299,3657,22991,13837,54,872391.94
962790,283374,105711,44159,54,131443.73
1950093,411896,150000,12688,50,475581.91
1420682,213766,122761,9787,24,257992.8
3095018,84731,57304,34757,61,752758.66
807317,173412,146714,90640,50,53222.0
2300923,167022,75103,68140,45,514707.02
1893675,471731,107163,96805,34,463768.66
1174303,138939,118778,60539,44,143184.6
4194417,473907,148471,63,63,1199574.48
520580,209614,33103,77688,51,27435.82
3453507,4329,15330,84732,59,837025.49
3076237,481303,147536,43781,48,839661.58
3831047,298009,133206,14959,45,1031437.99
1236658,198012,124679,98405,39,167414.83
680674,37869,49409,31280,24,31273.63
4947924,197977,184,93460,54,1365704.18
593056,382329,121529,44258,52,66996.38
4483335,498185,150000,27467,45,1288264.54
3812914,83984,72799,16056,42,977509.42
383024,387316,55810,3135,48,46570.16
1276048,101069,78727,17564,38,189017.71
2357098,248577,150000,63258,27,535834.1
1144353,351855,50546,64660,31,220272.62
3609413,328396,35120,27462,62,998470.82
1251341,341530,150000,56682,31,221890.97
4699522,118728,150000,2728,29,1245042.86
4030371,394927,75036,7631,55,1144300.87
2023980,25801,80528,10884,57,400411.13
2166849,218359,150000,24974,43,478993.01
1921742,235637,150000,36036,53,404459.02
4760351,90709,10133,84614,21,1273369.66
4913094,315414,137477,10274,40,1374596.18
3495453,464838,150000,18851,25,972329.28
3825613,317679,96993,61816,49,1032558.7
2336491,255560,115742,48526,46,546868.3
3764701,243738,148157,53467,58,977126.28
504543,207831,35702,69495,23,24892.82
4176173,16220,144574,88760,41,1024626.41
3312261,275536,46479,79430,33,869509.06
1656498,478803,79384,26965,51,422433.02
3897925,395462,87957,30558,37,1091960.06
4368986,282154,14426,59807,55,1217394.98
4913297,126951,146932,52520,43,1299728.35
3291287,330502,46865,43945,23,891065.45
912932,483419,47404,81226,22,184928.95
1181271,148306,91246,57024,23,157967.78
1192206,358334,57423,98983,40,224369.81
2438154,115795,90947,82667,64,532064.52
203285,442667,31152,92965,29,11535.42
2857303,384934,103870,17705,24,763046.54
3233361,125223,30737,57079,45,809879.62
1904491,75205,54325,52900,21,373610.95
1581688,415000,150000,48710,59,350369.14
1302491,422888,150000,87782,32,253530.26
865979,1082,133074,45110,60,41886.42
984278,404364,82159,4789,60,195528.53
707553,158566,150000,533,44,47441.89
1176778,499687,116632,50970,29,260165.26
4284457,337237,55713,28776,40,1205007.96
2670562,314096,41815,48302,25,692496.79
2738076,36719,150000,18725,40,602493.84
3998057,48737,150000,64367,41,985117.22
3398747,452669,150000,72230,22,921706.03
4925965,107271,87787,70542,41,1310370.98
2102871,170608,78243,92534,62,445443.02
822215,181676,22743,42428,44,93853.76
2011049,444049,56739,95623,29,507853.63
546229,407255,119492,89898,59,53371.55
1366572,67839,98156,4485,50,204912.24
4957812,310075,130275,66771,38,1371502.39
2689799,302069,30339,43674,64,699770.76
4926234,182075,34121,97519,63,1342120.73
279971,477033,150000,89575,30,11306.31
2073200,442113,150000,95952,61,497440.63
1766049,87745,114132,66681,41,311370.07
4791901,126298,150000,23804,42,1269651.24
3049095,93709,41446,47244,37,742283.57
1515502,304431,126530,1475,25,317281.54
4580088,221798,150000,52073,26,1224541.66
1399110,426228,150000,10047,30,308970.79
1046462,107252,96342,77692,63,102373.44
923879,172855,83404,95957,22,89413.58
4188571,371467,47918,93491,27,1168012.25
3532006,478943,96666,87599,24,983325.41
1819814,461531,150000,48444,57,439265.11
1644315,214838,6125,56848,39,349808.16
1702718,439707,127422,21799,48,411279.65
3028340,220013,150000,86858,40,728986.44
1394737,451800,29046,64856,50,336222.12
3743525,274947,122618,99908,62,973735.15
598825,180697,10114,80468,58,41899.52
2085190,118819,637,44239,22,463049.5
4895781,355505,38634,57895,23,1397684.18
430596,13698,88713,40943,62,761.18
3079198,427776,35776,62559,59,852895.37
4322990,15376,150000,24003,45,1088681.26
4305810,476870,26809,22501,22,1266211.44
2942651,275261,150000,31092,59,736887.84
1633482,236591,150000,80519,35,300940.85
494358,449597,38368,29768,23,80770.35
3073798,431172,77185,34604,25,848072.47
4921005,48786,127169,87824,60,1272896.98
1782369,113005,142952,46760,56,321566.54
3186386,496801,150000,6476,60,889733.83
1381753,218850,116193,98138,58,221916.86
1447752,328624,87762,75498,57,292692.19
4784751,162767,106745,28439,47,1290848.21
4895154,394727,65316,3400,25,1418403.48
3514479,315377,70856,89976,37,934135.49
316908,373166,139799,24610,58,11734.58
2543145,415718,39211,51356,61,684308.35
3575896,443226,85469,29575,32,1007472.34
1051563,483557,78930,19728,62,237576.14
1050712,92529,41417,29067,51,124100.18
4147922,467121,150000,89839,53,1154463.65
841142,241496,150000,45262,63,83174.21
437902,439705,20519,1628,49,76535.68
2360231,100919,7983,75057,58,531370.32
1794441,345677,44656,25380,23,435265.58
4704562,474381,5635,59853,58,1384797.96
682450,425165,102373,28923,61,101674.35
2098238,461592,104555,34058,60,544819.7
1719598,472803,109883,56162,50,421623.07
2409485,486275,150000,94416,42,616619.33
2859232,198382,74975,62394,58,700516.44
245807,209870,93445,65078,52,0.0
1635986,69407,60666,18970,63,296636.18
860501,73809,100877,38891,30,63864.74
1758274,279373,56005,4930,52,406134.14
847272,420601,107725,35318,63,140346.96
4932369,42176,142475,50107,24,1281372.46
3384074,94825,60477,61953,49,836618.33
3138287,396476,100405,95379,28,831161.45
3964993,97555,65035,49108,40,1021302.36
509963,3145,150000,32574,27,1587.77
4291701,97289,138383,9857,21,1112514.0
1383493,138874,150000,23513,45,210242.45
4941882,264407,97561,23593,46,1375962.12
1623271,420129,20615,88219,29,392984.59
4818219,57788,56808,18884,43,1287098.28
1907229,139227,33580,58986,60,399013.68
4250177,131994,150000,5307,22,1108181.57
2940936,203303,123731,12904,46,727772.45
1751726,151744,91856,83417,34,328597.46
2706976,169598,42898,94714,64,643956.14
4591649,307488,150000,60548,51,1252239.77
3100203,384963,82790,13582,46,846703.73
1850870,412230,15227,57965,39,472651.3
3820597,73352,144832,8025,58,956620.7
1008062,484495,8826,49444,25,236897.54
3189159,302468,98972,41614,26,834924.79
867538,356219,83213,43944,55,131539.2
4807455,226710,150000,61187,36,1294169.14
2213338,169770,150000,84724,51,459695.81
3278378,339313,139745,7604,38,872146.7
2262624,285528,93402,27290,34,546767.52
4845373,3512,36158,71739,45,1268588.26
2147175,399282,15904,50773,35,563091.36
4461663,162572,125212,7871,46,1190639.42
2500612,123775,146468,80198,56,537488.95
4210768,78743,87469,76981,31,1076419.03
2242749,347786,54039,76574,57,556895.66
1525831,391731,4334,3505,61,385233.58
4680609,79858,96996,41478,57,1231461.82
1105352,54800,27268,84605,27,116642.03
1091255,456356,64636,14418,38,247589.78
2160022,100364,22068,16411,40,482634.98
3476194,478170,150000,98569,22,945608.04
2478598,264531,65121,9498,46,621975.12
4811534,187232,123761,56257,43,1292849.38
2081397,452457,16285,56058,52,557391.43
4111251,204639,100539,86995,33,1077447.07
4805681,132871,24136,22203,33,1315770.46
1880664,119095,150000,93566,37,337332.22
3746434,35548,150000,86596,45,895560.43
2678843,427111,24425,85310,42,724220.33
962557,90450,18961,46917,47,103922.83
4430061,105669,150000,98914,37,1126886.59
2919713,342315,18823,20930,46,794749.8
4346477,433595,75409,79029,58,1232597.81
782933,307558,71123,13638,34,107791.84
521199,73071,104249,5724,34,9583.44
1126502,112808,25852,65738,32,147488.64
4029994,461560,37535,98705,25,1148257.97
1611746,78591,7004,2027,57,313967.47
2629488,224213,150000,14807,24,628334.93
229092,485417,104913,93962,49,11212.97
857191,491519,54086,63109,45,173632.68
2587807,266441,7131,41849,24,664643.62
1083435,109513,25649,178,36,153541.75
4281534,390812,135171,5817,22,1203183.7
2090576,348623,150000,72721,43,480941.14
3709934,98752,150000,3984,24,929667.02
3659379,136080,30580,64096,40,944044.3
